title,url,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
MORE & MORE,https://open.spotify.com/track/2bAAj29XGc4h1G4oEGYCmg,TWICE,0.739,0.841,5,-4.162,1,0.06,0.0312,0.0,0.173,0.562,106.99,199653,4
walking in the snow,https://open.spotify.com/track/2pVvB487ZwqdzTxEvEEors,RUN THE JEWELS,0.726,0.818,0,-6.473,1,0.311,0.0602,0.0,0.276,0.305,146.006,235867,4
holy calamafuck,https://open.spotify.com/track/6tfrMstZ8tw7nZJ6HP0PyW,RUN THE JEWELS,0.603,0.764,7,-7.407,1,0.287,0.0557,0.0,0.621,0.382,119.942,238413,4
out of sight (feat. 2 Chainz),https://open.spotify.com/track/2uxudaBcJamtfgvUjSDdkZ,RUN THE JEWELS,0.584,0.722,9,-7.733,1,0.28,0.0183,1.41e-05,0.143,0.685,87.551,201133,4
goonies vs. E.T.,https://open.spotify.com/track/3tDIjnh6wdwMWDHRHF97XC,RUN THE JEWELS,0.773,0.61,2,-8.004,1,0.123,0.0169,9.27e-06,0.118,0.191,116.052,183173,4
Deep End Freestyle,https://open.spotify.com/track/2AlYncTpVHKwHb55F9lF6O,"SLEEPY HALLOW, FOUSHEÉ",0.868,0.479,4,-6.687,0,0.445,0.703,0.0,0.102,0.776,133.928,115200,4
Black (feat. A$AP Ferg),https://open.spotify.com/track/5MYtu5scs1iz02AVLPLKJc,BUDDY,0.884,0.646,11,-6.864,0,0.4,0.363,0.0,0.0997,0.869,156.027,232640,4
Do It,https://open.spotify.com/track/1bRjwdtScY2eMe9uMmsOkG,CHLOE X HALLE,0.701,0.668,5,-7.287,0,0.0516,0.0916,2.09e-06,0.111,0.553,82.978,176787,4
The Bones,https://open.spotify.com/track/7yFhA2fUsL2oIMWlw5DaHQ,MAREN MORRIS,0.612,0.57,11,-6.642,0,0.0347,0.278,0.0,0.0963,0.334,77.004,197293,4
Prospect (ft. Lil Baby),https://open.spotify.com/track/4iHSE5R1U8jf84tRn52xRt,IANN DIOR,0.816,0.579,1,-6.097,1,0.0867,0.203,0.0,0.127,0.43,120.078,226314,4
Hatchback,https://open.spotify.com/track/2TC0UrhFXiJWH5HWO9bUVq,COCHISE,0.734,0.693,2,-6.227,0,0.056,0.0232,0.0,0.225,0.332,78.005,149145,4
MAMACITA,https://open.spotify.com/track/2g1ukx0VolwI31t8z5vprw,"BLACK EYED PEAS, OZUNA, J. REY SOUL",0.88,0.63,2,-6.945,1,0.0469,0.194,0.000565,0.0939,0.447,105.001,251429,4
Bleed,https://open.spotify.com/track/5XzombolzpiaOSTdj1W0VS,A BOOGIE WIT DA HOODIE,0.698,0.572,2,-7.735,1,0.198,0.135,0.0,0.154,0.391,71.446,176959,4
MAMACITA,https://open.spotify.com/track/04YutdH0j1INpsva3gOipt,"BLACK EYED PEAS, OZUNA, J. REY SOUL",0.878,0.626,2,-6.945,1,0.0476,0.19,0.000731,0.0939,0.427,105.046,251429,4
I Hope,https://open.spotify.com/track/23T0OX7QOiIUFShSzbJ5Uo,GABBY BARRETT,0.466,0.536,6,-6.227,1,0.0429,0.0951,0.0,0.114,0.377,75.998,210773,4
Body,https://open.spotify.com/track/6wQgV6ZYt1snXyQV69mGT4,JORDAN SUASTE,0.452,0.325,4,-8.687,0,0.0337,0.627,0.0,0.0645,0.33,97.987,205402,4
MAMACITA,https://open.spotify.com/track/24IgCW19L8lXKyFZwzFtD3,"BLACK EYED PEAS, OZUNA, J. REY SOUL",0.88,0.626,2,-7.062,1,0.0473,0.19,0.000755,0.094,0.441,105.01,251429,4
Hard For Me,https://open.spotify.com/track/3nrxsQEntBXdY5JoqA39ES,MICHELE MORRONE,0.505,0.293,10,-11.766,0,0.0345,0.813,0.0,0.0983,0.16,81.938,177947,4
Hood Baby,https://open.spotify.com/track/018pMkBnWM0DBeH1ChL06R,KBFR,0.968,0.451,2,-14.386,1,0.538,0.0847,1.98e-05,0.092,0.788,126.069,110132,4
So We Won't Forget,https://open.spotify.com/track/6dw8ETrtlFSrkzw6W8cWxN,KHRUANGBIN,0.647,0.414,2,-13.219,1,0.0985,0.0309,0.85,0.183,0.967,101.301,298333,4
How You Like That,https://open.spotify.com/track/3vAn0qZzdyuHamcrpkfiX3,BLACKPINK,0.828,0.782,11,-4.014,1,0.0918,0.0694,3.41e-05,0.0544,0.351,130.013,181264,4
As the World Caves In,https://open.spotify.com/track/4JE6agBLHGA5TaF6FlqfBD,MATT MALTESE,0.331,0.45,10,-5.362,1,0.034,0.365,0.00464,0.22,0.18,123.829,218755,4
Gimme Love,https://open.spotify.com/track/7AoeZsOn7vyWUL6p8TEHf8,JOJI,0.484,0.632,5,-6.917,1,0.0976,0.695,0.0243,0.209,0.0736,126.384,214558,3
Heat Waves,https://open.spotify.com/track/6CDzDgIUqeDY5g8ujExx2f,GLASS ANIMALS,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,238805,4
September,https://open.spotify.com/track/4f2GB5ZC7vOUYPAg69N2Xw,"EARTH, WIND & FIRE",0.684,0.864,9,-4.819,1,0.0312,0.131,0.00526,0.344,0.978,125.395,221520,4
God Bless The U.S.A.,https://open.spotify.com/track/623lYBOJ7bLwh1bu3yeN5V,LEE GREENWOOD,0.299,0.422,5,-9.977,1,0.0285,0.0873,0.0,0.182,0.168,67.797,191600,4
God's Country,https://open.spotify.com/track/4TCeFZNjGNQIpCuZmJkkE2,BLAKE SHELTON,0.536,0.754,10,-5.102,1,0.0399,0.0597,4.92e-06,0.118,0.212,139.988,204800,4
Life's A Mess (feat. Halsey),https://open.spotify.com/track/1yHdZ9S6rBlNPH3LDNMy2P,JUICE WRLD,0.636,0.448,1,-8.969,1,0.0359,0.335,0.0,0.17,0.186,143.124,202206,4
I See Red,https://open.spotify.com/track/5MAK1nd8R6PWnle1Q1WJvh,EVERYBODY LOVES AN OUTLAW,0.509,0.448,4,-7.552,0,0.0357,0.00713,0.0137,0.244,0.221,156.909,230613,3
Come & Go (with Marshmello),https://open.spotify.com/track/4Lxseh0wN7N0ljiOh8KwbU,JUICE WRLD,0.625,0.811,0,-5.183,1,0.0659,0.0173,0.0,0.16,0.532,144.994,205485,4
Come & Go (with Marshmello),https://open.spotify.com/track/7y7w4tl4MaRC2UMEj1mPtr,JUICE WRLD,0.625,0.814,0,-5.181,1,0.0657,0.0172,0.0,0.158,0.535,144.991,205485,4
Wishing Well,https://open.spotify.com/track/6o3QUC5oAE4g6WxRIFcZtb,JUICE WRLD,0.65,0.613,9,-6.13,0,0.128,0.00336,0.0,0.267,0.0804,149.972,194621,4
Righteous,https://open.spotify.com/track/615vw74T1NebV8pKoutm2J,JUICE WRLD,0.706,0.625,0,-7.426,1,0.0314,0.0417,0.0,0.129,0.225,142.948,242181,4
Tell Me U Luv Me (with Trippie Redd),https://open.spotify.com/track/7iIzwqG5UxPYwTYUUK4pzU,JUICE WRLD,0.66,0.76,2,-5.726,1,0.0787,0.291,0.0,0.632,0.394,127.984,180129,4
Compensating (feat. Young Thug),https://open.spotify.com/track/1Tpn9QCsj746NNbDxQ24gr,AMINÉ,0.867,0.616,5,-5.405,0,0.169,0.292,0.0,0.253,0.495,98.017,197856,4
Stay Gold,https://open.spotify.com/track/3Ys2PYl1wyPKQIwyqhP9cQ,BTS,0.723,0.634,1,-5.415,1,0.0542,0.0892,0.0,0.0787,0.582,129.017,243267,4
Party Girl (Remix),https://open.spotify.com/track/1eIsyfDHoEbemSnQFsgyAv,"STAYSOLIDROCKY, LIL UZI VERT",0.752,0.375,6,-10.157,0,0.204,0.533,0.0,0.175,0.591,129.995,147673,4
TELL ME WHY,https://open.spotify.com/track/27BBfeJZBFlZ60Sgx7iOgL,THE KID LAROI,0.6,0.723,6,-4.928,0,0.158,0.109,0.0,0.167,0.463,149.881,195268,4
La Jeepeta - Remix,https://open.spotify.com/track/1mohfLaTJtB2RplHLQVM70,"NIO GARCIA, ANUEL AA, MYKE TOWERS, BRRAY, JUANKA",0.815,0.715,4,-4.65,0,0.207,0.3,4.83e-06,0.091,0.786,176.007,345241,4
Chicken Tenders,https://open.spotify.com/track/3D8sT8D3f5egWSQnF0fbqu,DOMINIC FIKE,0.746,0.741,11,-5.459,1,0.0567,0.268,0.0,0.644,0.72,119.983,170405,4
GO (feat. Juice WRLD),https://open.spotify.com/track/2rPHUAeUPbNgTmK18FPTiZ,THE KID LAROI,0.487,0.74,6,-4.973,1,0.0944,0.157,0.0,0.612,0.522,73.779,181688,4
Backyard Boy,https://open.spotify.com/track/0y9fkzOaaQy4Up22BGUbIp,CLAIRE ROSINKRANZ,0.819,0.642,5,-7.037,1,0.189,0.336,0.0,0.0735,0.452,138.026,129241,4
august,https://open.spotify.com/track/1X2cYhcDMfDtiRIYHZCpQu,TAYLOR SWIFT,0.532,0.623,5,-9.208,1,0.0331,0.538,7.28e-05,0.0925,0.403,89.937,261923,4
cardigan,https://open.spotify.com/track/4LEK9rD7TWIG4FCL1s27XC,TAYLOR SWIFT,0.613,0.581,0,-8.588,0,0.0424,0.537,0.000345,0.25,0.551,130.033,239560,4
my tears ricochet,https://open.spotify.com/track/1DnpjwTbSwV2V6O4PABMjW,TAYLOR SWIFT,0.456,0.263,0,-10.63,1,0.0332,0.806,0.0,0.0749,0.111,129.86,255894,4
invisible string,https://open.spotify.com/track/3yz88FVJQhwG2EqYHw3pkx,TAYLOR SWIFT,0.653,0.452,4,-11.143,0,0.055,0.838,7.73e-05,0.108,0.45,83.433,252881,4
hoax,https://open.spotify.com/track/6G61EqJgoEJhWaBT34jMyW,TAYLOR SWIFT,0.662,0.181,8,-15.065,1,0.0415,0.966,3.86e-06,0.133,0.429,118.819,220043,4
this is me trying,https://open.spotify.com/track/0j5renyfv1ChCoe1ca7bDP,TAYLOR SWIFT,0.515,0.476,9,-9.843,1,0.0328,0.314,4.74e-05,0.171,0.412,135.886,195097,4
Obediently Yours,https://open.spotify.com/track/6K2WirQZkriGBTliRuL7Y7,LOGIC,0.561,0.905,6,-4.606,0,0.274,0.917,0.0174,0.573,0.87,85.258,369363,4
SUPERBLOOM,https://open.spotify.com/track/2HvtedoEeymVWrBPyAMNwZ,MISTERWIVES,0.558,0.889,8,-3.945,1,0.102,0.191,0.000387,0.328,0.716,170.102,213547,4
Party Girl,https://open.spotify.com/track/3IJYUaN3tx04S4TYyZHKoP,STAYSOLIDROCKY,0.73,0.439,6,-9.864,0,0.0609,0.747,0.0,0.0988,0.615,130.09,147800,4
Hawái,https://open.spotify.com/track/4uoR6qeWeuL4Qeu2qJzkuG,MALUMA,0.787,0.728,6,-3.455,0,0.389,0.189,2.29e-05,0.0629,0.545,180.066,200198,4
Be Happy,https://open.spotify.com/track/1KVQBPyORdhfITlixROtvC,DIXIE,0.722,0.658,0,-4.94,1,0.119,0.208,0.0,0.249,0.592,87.004,198966,4
Roses - Imanbek Remix,https://open.spotify.com/track/2Wo6QQD1KMDWeFkkjLqwx5,SAINT JHN,0.785,0.721,8,-5.457,1,0.0506,0.0149,0.00432,0.285,0.894,121.962,176219,4
3 Musketeers,https://open.spotify.com/track/2gSbNY2qXZ5mPVixrMaFrY,"NEXTYOUNGIN, PPCOCAINE",0.91,0.617,0,-10.234,1,0.0847,0.258,0.0,0.122,0.572,104.972,166857,4
Mr Loverman,https://open.spotify.com/track/594dAKfWYKj53Usd6DTbUs,RICKY MONTGOMERY,0.641,0.527,0,-6.697,1,0.0256,0.243,2.51e-05,0.25,0.485,130.018,216880,3
PEEP HOLE,https://open.spotify.com/track/5GATP9D34th0D88vlKi38F,DABABY,0.833,0.513,11,-9.865,1,0.392,0.00332,0.000133,0.115,0.478,127.884,136587,4
Walk Em Down (feat. Roddy Ricch),https://open.spotify.com/track/0VTfHLWzaUUb2Lbw84xOdX,NLE CHOPPA,0.867,0.744,2,-5.171,1,0.227,0.268,0.0,0.0713,0.645,84.005,173288,4
Stay High,https://open.spotify.com/track/21CkzgKCBCq5V4XKjiGSIj,JUICE WRLD,0.745,0.5,8,-6.184,1,0.135,0.439,0.0,0.0943,0.433,76.968,168685,4
Hate The Other Side (with Marshmello & The Kid Laroi),https://open.spotify.com/track/0ada5XsQGLPUVbmTCkAP49,"JUICE WRLD, POLO G",0.701,0.65,6,-6.313,1,0.104,0.291,0.0,0.112,0.647,90.003,160212,4
Conversations,https://open.spotify.com/track/4K06PO78fW4mnBVenxGNob,JUICE WRLD,0.747,0.622,11,-5.825,1,0.0838,0.176,0.0,0.151,0.57,159.93,181661,4
Narrow Road (feat. Lil Baby),https://open.spotify.com/track/4LcK9e7Sls3xlBth2WuBp2,NLE CHOPPA,0.614,0.553,7,-8.225,1,0.169,0.0306,0.0,0.203,0.161,159.999,240297,4
Blood On My Jeans,https://open.spotify.com/track/0fCwrjKfWxF3xQhZrYUw4T,JUICE WRLD,0.868,0.55,6,-6.417,1,0.226,0.183,0.0,0.109,0.464,117.943,154767,4
Heat Waves,https://open.spotify.com/track/3USxtqRwSYz57Ewm6wWRMp,GLASS ANIMALS,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,238805,4
Man Of The Year,https://open.spotify.com/track/7AvprzMsRJpybaalckaT8c,JUICE WRLD,0.621,0.695,4,-5.124,1,0.0911,0.00584,0.0,0.086,0.298,173.966,136408,4
Titanic,https://open.spotify.com/track/1YM6c2sxbf2Jacl9IFgn4I,JUICE WRLD,0.567,0.545,1,-6.668,0,0.0448,0.168,0.0,0.112,0.234,174.146,176650,4
Up Up And Away,https://open.spotify.com/track/7pbg3ABlAZv2NiIdKbBBFm,JUICE WRLD,0.661,0.665,4,-6.356,0,0.053,0.538,0.0,0.0981,0.486,75.059,147548,4
Bad Energy,https://open.spotify.com/track/7d94IqWX2UmSKMGUYSGFJG,JUICE WRLD,0.654,0.452,7,-6.36,1,0.0439,0.17,0.0,0.114,0.532,138.034,186749,4
Tell Me U Luv Me (with Trippie Redd),https://open.spotify.com/track/5JAYDuLRkODlVt6dgoalKk,JUICE WRLD,0.66,0.76,2,-5.726,1,0.0787,0.291,0.0,0.632,0.394,127.984,180129,4
Mood (feat. iann dior),https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq,24KGOLDN,0.7,0.722,7,-3.558,0,0.0369,0.221,0.0,0.272,0.756,90.989,140526,4
Camelot,https://open.spotify.com/track/1dQTv4cqCDZfiKJtKh2njP,NLE CHOPPA,0.787,0.713,7,-5.252,1,0.401,0.0849,0.0,0.717,0.761,175.046,148759,4
Fighting Demons,https://open.spotify.com/track/0440JCJyIAmINA8KcYgFb5,JUICE WRLD,0.707,0.67,7,-6.328,0,0.257,0.0813,0.0,0.098,0.235,163.099,200629,4
Screw Juice,https://open.spotify.com/track/4F6YLjakjqWFTgC5qfEwPQ,JUICE WRLD,0.595,0.528,5,-7.371,0,0.0935,0.082,0.0,0.142,0.515,150.075,179464,4
One Margarita,https://open.spotify.com/track/1Y3TlYJNhIa7k4YAvFkJAB,LUKE BRYAN,0.641,0.842,9,-4.872,1,0.0464,0.0969,0.0,0.169,0.738,89.997,193427,4
Righteous,https://open.spotify.com/track/5dOxHHMOFAbG3VH23t0xNm,JUICE WRLD,0.706,0.625,0,-7.426,1,0.0314,0.0417,0.0,0.129,0.225,142.948,242181,4
Life's A Mess (feat. Halsey),https://open.spotify.com/track/5wWAwzGp2OaaoIkwcz6wZs,JUICE WRLD,0.63,0.446,1,-8.9,1,0.0351,0.337,0.0,0.166,0.177,143.078,202193,4
my ex's best friend (with blackbear),https://open.spotify.com/track/70rFIfYN7lU6iTgUIVP42w,MACHINE GUN KELLY,0.728,0.685,5,-5.096,0,0.0433,0.00391,0.0,0.152,0.33,124.934,138970,4
Shotta Flow 5,https://open.spotify.com/track/1KeOwT07PfITzBbSKZ1Djs,NLE CHOPPA,0.806,0.749,1,-5.268,1,0.328,0.0838,0.0,0.0621,0.77,140.032,145167,4
Dreamland,https://open.spotify.com/track/2LiDZmGERLzjrtBTCofj2G,GLASS ANIMALS,0.253,0.352,8,-11.509,1,0.0357,0.883,0.00191,0.0668,0.099,141.97,203492,5
Can't Die,https://open.spotify.com/track/4PPLJAEYBSOcnzr9TZoqf9,JUICE WRLD,0.652,0.671,2,-5.89,1,0.0756,0.0222,0.0,0.107,0.274,84.008,182922,4
Coochie,https://open.spotify.com/track/4820JwhI58LKLgUoirjqkq,"YN JAY, LOUIE RAY",0.696,0.483,11,-12.187,0,0.352,0.617,0.000214,0.142,0.538,96.883,164640,4
I Want It,https://open.spotify.com/track/2SVx3uds6jTWALFxevIWMA,JUICE WRLD,0.288,0.638,4,-6.935,0,0.0779,0.133,8.16e-05,0.14,0.147,66.424,173114,3
Make It Sweet,https://open.spotify.com/track/3Mnr3yyQk1aUPYgbpOQE31,OLD DOMINION,0.424,0.837,7,-4.453,1,0.0472,0.0373,0.0,0.0665,0.554,180.175,187000,4
Buss It,https://open.spotify.com/track/6NWdgyVsjp2bJ11PToXCr1,ERICA BANKS,0.918,0.434,9,-9.541,1,0.173,0.569,3.14e-06,0.123,0.75,109.997,188735,4
One Man Band,https://open.spotify.com/track/7cA3PnUQDlUyBBwpRozQeo,OLD DOMINION,0.706,0.358,6,-8.331,1,0.0347,0.677,0.0,0.107,0.478,75.991,186240,4
F2020,https://open.spotify.com/track/7opTGnWVJcm1e5mWWOldpg,AVENUE BEAT,0.702,0.597,2,-7.067,1,0.207,0.587,3.62e-06,0.112,0.383,85.016,181852,4
24 (feat. Lil Baby),https://open.spotify.com/track/7v96VvFLS0wSYT8kewNLRy,MONEY MAN,0.868,0.638,2,-7.746,1,0.0736,0.146,0.0565,0.0931,0.459,126.03,182857,4
Mr. Brightside,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B,THE KILLERS,0.352,0.911,1,-5.23,1,0.0747,0.00121,0.0,0.0995,0.236,148.033,222973,4
Narrow Road (feat. Lil Baby),https://open.spotify.com/track/0mCiEhtdRn5YYhefLXcxI7,NLE CHOPPA,0.614,0.553,7,-8.225,1,0.169,0.0306,0.0,0.203,0.161,159.999,240297,4
GIVE HEAVEN SOME HELL,https://open.spotify.com/track/5nra2uQhiaYKKpemgiDNC3,HARDY,0.64,0.843,11,-4.977,1,0.0362,0.0526,0.0,0.0853,0.54,126.061,217802,4
You Get The Glory,https://open.spotify.com/track/0BhYHmteTasqTgZa3V5G0h,JONATHAN TRAYLOR,0.341,0.378,11,-10.416,1,0.0338,0.361,0.0,0.0896,0.171,171.9,232013,4
queen of broken hearts,https://open.spotify.com/track/1HKl3RJInVzf5ObVnM644j,BLACKBEAR,0.717,0.712,0,-6.098,1,0.0765,0.00663,0.0,0.0756,0.825,97.019,171172,4
me & ur ghost,https://open.spotify.com/track/38KsRHYE10bG0paU78gL9r,BLACKBEAR,0.742,0.679,7,-4.594,1,0.0259,0.0488,0.0,0.0754,0.856,100.041,201398,4
hot girl bummer,https://open.spotify.com/track/2mt1IqcFyY1zmYZT8Q3xw9,BLACKBEAR,0.782,0.559,6,-7.106,0,0.0767,0.125,0.0,0.385,0.685,129.992,188344,1
Dynamite,https://open.spotify.com/track/0v1x6rN6JHRapa03JElljE,BTS,0.746,0.765,6,-4.41,0,0.0993,0.0112,0.0,0.0936,0.737,114.044,199054,4
Shotta Flow 5,https://open.spotify.com/track/6pOpsuCxYF1cuRkHBPDigj,NLE CHOPPA,0.806,0.749,1,-5.268,1,0.328,0.0838,0.0,0.0621,0.77,140.032,145167,4
Put Your Records On,https://open.spotify.com/track/1fah1uAs7HeTYDlNftKr3K,RITT MOMNEY,0.399,0.492,6,-10.777,0,0.0538,0.058,0.00101,0.11,0.159,91.066,210463,4
Deep Reverence (feat. Nipsey Hussle),https://open.spotify.com/track/7MRCoIgpn1if1BcH9QpI9G,BIG SEAN,0.662,0.861,9,-4.759,0,0.306,0.154,0.0,0.377,0.254,92.047,230906,4
Never Really Over,https://open.spotify.com/track/1IIV8jglA0klVZy17q665k,KATY PERRY,0.77,0.881,8,-4.776,1,0.067,0.217,0.0,0.324,0.367,99.995,223297,4
Daisies,https://open.spotify.com/track/367wyLNqQMr5e8S2E6Zvpp,KATY PERRY,0.642,0.546,1,-5.377,1,0.0407,0.0825,0.0,0.0989,0.142,122.165,174313,4
"Lemonade (feat. Gunna, Don Toliver & NAV)",https://open.spotify.com/track/2DQNYMRjisN3KAPj1bEwOI,INTERNET MONEY,0.8,0.658,1,-6.142,0,0.079,0.25,0.0,0.111,0.462,140.042,195429,4
Cry About It Later,https://open.spotify.com/track/1RsD951uUUlJx0MRioZfev,KATY PERRY,0.692,0.67,2,-5.829,0,0.0871,0.0796,1.65e-05,0.248,0.445,126.004,189773,4
Dynamite,https://open.spotify.com/track/0t1kP63rueHleOhQkYSXFY,BTS,0.746,0.765,6,-4.41,0,0.0993,0.0112,0.0,0.0936,0.737,114.044,199054,4
GOOBA,https://open.spotify.com/track/6qiiDtFAJjyEhoZVcf6ovL,6IX9INE,0.611,0.688,1,-5.688,1,0.341,0.0264,0.0,0.251,0.393,178.462,132303,4
Harder Than My Demons,https://open.spotify.com/track/23XTYrwfHXY8H1PuQYJbDA,BIG SEAN,0.736,0.735,1,-6.2,1,0.112,0.0907,0.0,0.209,0.398,107.029,131274,4
Caramelo,https://open.spotify.com/track/5Jm4w8jmPEBTLjI9vH4fXo,OZUNA,0.735,0.791,6,-4.462,1,0.0679,0.0529,0.000146,0.145,0.697,168.087,217240,4
7 Summers,https://open.spotify.com/track/0tbjiOUl4k492KPdWZS9sy,MORGAN WALLEN,0.457,0.774,0,-5.201,1,0.0336,0.428,4.29e-05,0.119,0.59,203.863,210123,4
More Than My Hometown,https://open.spotify.com/track/0eBXyY4SatzpE7opnzgXvz,MORGAN WALLEN,0.621,0.882,6,-5.01,1,0.0459,0.601,0.0,0.132,0.574,126.014,216573,4
Cover Me Up,https://open.spotify.com/track/7Jd0VVrzeTTWipxSzJ81aC,MORGAN WALLEN,0.525,0.437,2,-8.285,1,0.0272,0.236,7.03e-06,0.121,0.195,127.994,292663,3
Callin (feat. Snoop Dogg),https://open.spotify.com/track/0IUW6b1taJKyKt6hyagmTG,YOUNGBOY NEVER BROKE AGAIN,0.848,0.617,10,-5.484,0,0.294,0.00283,0.0,0.0751,0.713,160.917,143045,4
Kacey Talk,https://open.spotify.com/track/1SF8piqsZWn86DajVKih8F,YOUNGBOY NEVER BROKE AGAIN,0.877,0.607,10,-7.818,0,0.15,0.535,0.0,0.138,0.773,127.055,151249,4
Onna Come Up,https://open.spotify.com/track/0s8QrhtXW1Av2tuLLerDjN,LIL EAZZYY,0.793,0.571,1,-9.247,1,0.249,0.382,5.27e-06,0.101,0.616,150.052,128078,4
Lets Link,https://open.spotify.com/track/6fMzgFFGzWCwiHMzDzNpp5,WHOHEEM,0.839,0.683,10,-9.232,0,0.165,0.00667,0.0,0.241,0.522,120.003,159955,4
Blastoff (feat. Juice Wrld & Trippie Redd),https://open.spotify.com/track/7dH9TPjTWQ60wOJkmYay8a,"INTERNET MONEY, DIPLO",0.761,0.517,5,-6.916,1,0.0927,0.114,0.0,0.157,0.46,147.912,174730,4
Our Time,https://open.spotify.com/track/2WxUIiq06XXPYWl9YcRJnD,LIL TECCA,0.895,0.439,5,-12.142,0,0.319,0.199,0.0,0.0683,0.633,109.988,98413,4
Without You,https://open.spotify.com/track/34slXA5D75T5S0dwYYRd4J,"LUKE COMBS, AMANDA SHIRES",0.522,0.659,6,-6.016,1,0.0304,0.307,0.0,0.102,0.355,141.996,224987,4
Said Sum,https://open.spotify.com/track/3sKz6Sd72K0ofPWcJPPk6H,MONEYBAGG YO,0.929,0.667,8,-6.789,0,0.353,0.0185,0.0,0.1,0.274,126.998,155168,4
Out Of Love (feat. Internet Money),https://open.spotify.com/track/0IJA9KP6rT55jrP1YpTdhx,LIL TECCA,0.732,0.636,7,-6.162,0,0.0497,0.0847,0.0,0.241,0.358,138.061,153627,4
Kings & Queens,https://open.spotify.com/track/1InCpEliLCkWHOBdXW7XSx,AVA MAX,0.637,0.69,1,-4.057,0,0.0405,0.00786,0.0,0.124,0.457,129.857,162399,4
Better Together,https://open.spotify.com/track/6gdLyYNuhWBzqwlOFSsXC7,LUKE COMBS,0.552,0.225,0,-11.501,1,0.0477,0.827,0.0,0.111,0.67,138.002,219573,4
Run,https://open.spotify.com/track/1zmgEIHE0eXH0IhBGuoTkP,JOJI,0.448,0.72,7,-3.954,1,0.0332,0.0427,0.000292,0.614,0.361,157.919,195000,3
Sanctuary,https://open.spotify.com/track/5F1ZmucV0uJY14y2dYKePa,JOJI,0.552,0.638,1,-7.474,1,0.11,0.387,0.00014,0.374,0.332,167.834,180019,4
Gimme Love,https://open.spotify.com/track/5jSBnH9NyaNP5zdSB3pwgu,JOJI,0.484,0.632,5,-6.917,1,0.0976,0.695,0.0243,0.209,0.0736,126.384,214558,3
bloody valentine,https://open.spotify.com/track/6mADjHs6FXdroPzEGW6KVJ,MACHINE GUN KELLY,0.533,0.858,2,-4.212,1,0.0766,0.00021,0.0,0.148,0.506,160.057,205159,4
This Is Halloween,https://open.spotify.com/track/0yURuYmnz9tl4K04e5Y6aQ,THE CITIZENS OF HALLOWEEN,0.569,0.508,7,-12.823,1,0.0502,0.768,0.0,0.145,0.647,167.624,196560,4
Ashes,https://open.spotify.com/track/3Pj6u2KTgepyyidp5xfbHp,STELLAR,0.712,0.568,5,-7.864,0,0.0546,0.0947,0.0,0.169,0.46,130.019,166356,4
The Chain - 2004 Remaster,https://open.spotify.com/track/5e9TFTbltYBg2xThimr0rU,FLEETWOOD MAC,0.545,0.67,9,-8.81,1,0.0496,0.009,0.000822,0.0451,0.481,151.553,270213,4
Ice Cream (with Selena Gomez),https://open.spotify.com/track/4JUPEh2DVSXFGExu4Uxevz,BLACKPINK,0.79,0.701,9,-4.81,1,0.365,0.0317,8.06e-05,0.0311,0.91,159.972,177813,4
Inhale,https://open.spotify.com/track/0ycIrEpkyb4lrqE7M1emju,BRYSON TILLER,0.498,0.705,9,-8.088,0,0.392,0.321,0.000441,0.414,0.571,156.519,171173,4
How You Like That,https://open.spotify.com/track/4SFknyjLcyTLJFPKD2m96o,BLACKPINK,0.812,0.761,11,-5.222,1,0.0812,0.0465,0.000135,0.0601,0.344,130.032,182956,4
Levitating (feat. DaBaby),https://open.spotify.com/track/463CkQjx2Zk1yXoBuierM9,DUA LIPA,0.702,0.825,6,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977,203064,4
Drip Like ME,https://open.spotify.com/track/6S6FVfLInBO3NcC1BsJPYv,KENNDOG,0.954,0.607,0,-8.725,0,0.214,0.0621,0.0,0.104,0.46,103.988,144091,4
Stunnin' (feat. Harm Franklin),https://open.spotify.com/track/2JSmxLqt8h7ZpJJkfuLJvK,CURTIS WATERS,0.885,0.685,11,-6.429,0,0.0627,0.33,0.0,0.148,0.937,99.954,144000,4
The Bigger Picture,https://open.spotify.com/track/3HNWVQHXpW70ubsDhvnegu,LIL BABY,0.59,0.618,1,-5.756,1,0.334,0.0127,0.0,0.244,0.153,96.459,252729,3
Sleepy Hollow,https://open.spotify.com/track/3v84EI4rMdsqJ95MxwIjQa,TRIPPIE REDD,0.735,0.662,1,-7.862,1,0.05,0.0104,0.0,0.153,0.124,87.999,101353,4
Die Very Rough,https://open.spotify.com/track/1AyrLa7PkFQvt1A6XQY3ff,MARIO JUDAH,0.72,0.728,1,-3.852,1,0.0642,0.00266,3.17e-06,0.307,0.178,157.963,91171,4
Levitating (feat. DaBaby),https://open.spotify.com/track/6OqrJqDMu15AGJHJazg9Nr,DUA LIPA,0.702,0.825,6,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977,203064,4
